ID;Категория;Артикул;Имя товара;Цена;Количество;Производитель;Опция:Цвет;GroupID;GroupID;ManufID
221;Мобильные телефоны;1203005;Мобильный телефон Xiaomi Mi Note 3 64GB;21 450,0;9;Xiaomi;синий;6;;1
222;Мобильные телефоны;1272039;Мобильный телефон Xiaomi Mi A1 32GB;12639,0;5;Xiaomi;;0;;1
223;Мобильные телефоны;1272039;Мобильный телефон Xiaomi Mi A1 32GB;12 738,0;9;Xiaomi;золотистый;1;;1
224;Мобильные телефоны;1272039;Мобильный телефон Xiaomi Mi A1 32GB;13 068,0;3;Xiaomi;красный;7;;1
225;Мобильные телефоны;1272039;Мобильный телефон Xiaomi Mi A1 32GB;12 639,0;11;Xiaomi;розовый;2;;1
226;Мобильные телефоны;1272039;Мобильный телефон Xiaomi Mi A1 32GB;13 187,9;8;Xiaomi;черный;4;;1
227;Мобильные телефоны;1248298;Мобильный телефон OnePlus 5T 128GB;35858,9;12;OnePlus;;0;;3
228;Мобильные телефоны;1248298;Мобильный телефон OnePlus 5T 128GB;38 005,0;4;OnePlus;красный;7;;3
229;Мобильные телефоны;1248298;Мобильный телефон OnePlus 5T 128GB;35 858,9;11;OnePlus;черный;4;;3
230;Мобильные телефоны;1248298;Мобильный телефон OnePlus 5T 128GB;38 377,9;9;OnePlus;белый;5;;3
231;Мобильные телефоны;1204676;Мобильный телефон Apple iPhone 8 64GB;48059,0;7;Apple;;0;;2
232;Мобильные телефоны;1204676;Мобильный телефон Apple iPhone 8 64GB;48 059,0;6;Apple;золотистый;1;;2
233;Мобильные телефоны;1204676;Мобильный телефон Apple iPhone 8 64GB;48 950,0;6;Apple;серебристый;3;;2
234;Мобильные телефоны;1204676;Мобильный телефон Apple iPhone 8 64GB;48 840,0;7;Apple;черный;4;;2
235;Мобильные телефоны;705058;Мобильный телефон Samsung Galaxy A5 2016;10781,1;13;Samsung;;0;;0
236;Мобильные телефоны;705058;Мобильный телефон Samsung Galaxy A5 2016;14 058,0;8;Samsung;золотистый;1;;0
237;Мобильные телефоны;705058;Мобильный телефон Samsung Galaxy A5 2016;10 781,1;3;Samsung;розовый;2;;0
238;Мобильные телефоны;705058;Мобильный телефон Samsung Galaxy A5 2016;10 781,1;2;Samsung;черный;4;;0
239;Мобильные телефоны;705058;Мобильный телефон Samsung Galaxy A5 2016;14 058,0;13;Samsung;белый;5;;0
240;Мобильные телефоны;1217620;Мобильный телефон Huawei Mate 10 Lite Dual Sim;17809,0;15;Huawei;;0;;4
241;Мобильные телефоны;1217620;Мобильный телефон Huawei Mate 10 Lite Dual Sim;17 809,0;11;Huawei;золотистый;1;;4
242;Мобильные телефоны;1217620;Мобильный телефон Huawei Mate 10 Lite Dual Sim;17 809,0;12;Huawei;черный;4;;4
243;Мобильные телефоны;1217620;Мобильный телефон Huawei Mate 10 Lite Dual Sim;17 809,0;2;Huawei;синий;6;;4
244;Мобильные телефоны;266461;Мобильный телефон Samsung Galaxy S4 16GB;6930,0;5;Samsung;;0;;0
245;Мобильные телефоны;266461;Мобильный телефон Samsung Galaxy S4 16GB;6 039,0;6;Samsung;коричневый;14;;0
246;Мобильные телефоны;266461;Мобильный телефон Samsung Galaxy S4 16GB;6 930,0;14;Samsung;белый;5;;0
247;Мобильные телефоны;266461;Мобильный телефон Samsung Galaxy S4 16GB;6 930,0;13;Samsung;синий;6;;0
248;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;9229,0;10;Xiaomi;;0;;1
249;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;9 229,0;3;Xiaomi;золотистый;1;;1
250;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;9 845,0;14;Xiaomi;розовый;2;;1
251;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;9 889,0;5;Xiaomi;серый;9;;1
252;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;9 559,0;15;Xiaomi;черный;4;;1
253;Мобильные телефоны;1133467;Мобильный телефон Xiaomi Redmi Note 4x 16GB;8 305,0;9;Xiaomi;синий;6;;1
254;Мобильные телефоны;1017203;Мобильный телефон Samsung Galaxy A7 2017;21439,0;2;Samsung;;0;;0
255;Мобильные телефоны;1017203;Мобильный телефон Samsung Galaxy A7 2017;21 439,0;3;Samsung;золотистый;1;;0
256;Мобильные телефоны;1017203;Мобильный телефон Samsung Galaxy A7 2017;21 230,0;5;Samsung;розовый;2;;0
257;Мобильные телефоны;1017203;Мобильный телефон Samsung Galaxy A7 2017;21 472,0;13;Samsung;черный;4;;0
258;Мобильные телефоны;1017203;Мобильный телефон Samsung Galaxy A7 2017;21 769,0;7;Samsung;синий;6;;0
259;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;14525,5;7;Sony;;0;;5
260;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;14 525,5;8;Sony;желтый;15;;5
261;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;14 525,5;12;Sony;красный;7;;5
262;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;18 260,0;6;Sony;розовый;2;;5
263;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;14 525,5;7;Sony;графит;16;;5
264;Мобильные телефоны;640853;Мобильный телефон Sony Xperia Z5 Compact;14 525,5;15;Sony;белый;5;;5
265;Мобильные телефоны;1190253;Мобильный телефон Xiaomi Redmi Note 5a Prime 32GB;8899,0;7;Xiaomi;;0;;1
266;Мобильные телефоны;1190253;Мобильный телефон Xiaomi Redmi Note 5a Prime 32GB;8 899,0;2;Xiaomi;золотистый;1;;1
267;Мобильные телефоны;1190253;Мобильный телефон Xiaomi Redmi Note 5a Prime 32GB;9 018,9;7;Xiaomi;розовый;2;;1
268;Мобильные телефоны;1190253;Мобильный телефон Xiaomi Redmi Note 5a Prime 32GB;8 899,0;5;Xiaomi;серебристый;3;;1
269;Мобильные телефоны;1020225;Мобильный телефон Nokia 6 32GB Dual Sim;14278,0;5;Nokia;;0;;6
270;Мобильные телефоны;1020225;Мобильный телефон Nokia 6 32GB Dual Sim;14 807,1;3;Nokia;серебристый;3;;6
271;Мобильные телефоны;1020225;Мобильный телефон Nokia 6 32GB Dual Sim;14 278,0;2;Nokia;черный;4;;6
272;Мобильные телефоны;1020225;Мобильный телефон Nokia 6 32GB Dual Sim;14 289,0;11;Nokia;синий;6;;6
273;Мобильные телефоны;1130424;Мобильный телефон Samsung Galaxy J5 2017;14025,0;10;Samsung;;0;;0
274;Мобильные телефоны;1130424;Мобильный телефон Samsung Galaxy J5 2017;15 279,0;6;Samsung;золотистый;1;;0
275;Мобильные телефоны;1130424;Мобильный телефон Samsung Galaxy J5 2017;14 025,0;10;Samsung;розовый;2;;0
276;Мобильные телефоны;1130424;Мобильный телефон Samsung Galaxy J5 2017;14 355,0;12;Samsung;черный;4;;0
277;Мобильные телефоны;1130424;Мобильный телефон Samsung Galaxy J5 2017;15 279,0;5;Samsung;синий;6;;0
278;Мобильные телефоны;1097220;Мобильный телефон Xiaomi Mi 6 128GB;27225,0;5;Xiaomi;;0;;1
279;Мобильные телефоны;1097220;Мобильный телефон Xiaomi Mi 6 128GB;27 225,0;12;Xiaomi;черный;4;;1
280;Мобильные телефоны;1097220;Мобильный телефон Xiaomi Mi 6 128GB;27 225,0;12;Xiaomi;белый;5;;1
281;Мобильные телефоны;1097220;Мобильный телефон Xiaomi Mi 6 128GB;31 020,0;11;Xiaomi;синий;6;;1
282;Мобильные телефоны;1108404;Мобильный телефон Xiaomi Redmi 4x 64GB;12628,0;4;Xiaomi;;0;;1
283;Мобильные телефоны;1108404;Мобильный телефон Xiaomi Redmi 4x 64GB;12 639,0;2;Xiaomi;золотистый;1;;1
284;Мобильные телефоны;1108404;Мобильный телефон Xiaomi Redmi 4x 64GB;12 628,0;12;Xiaomi;розовый;2;;1
285;Мобильные телефоны;1108404;Мобильный телефон Xiaomi Redmi 4x 64GB;12 639,0;6;Xiaomi;черный;4;;1
286;Мобильные телефоны;1264999;Мобильный телефон Xiaomi Redmi 5 32GB/3GB;9568,9;7;Xiaomi;;0;;1
287;Мобильные телефоны;1264999;Мобильный телефон Xiaomi Redmi 5 32GB/3GB;9 568,9;13;Xiaomi;золотистый;1;;1
288;Мобильные телефоны;1264999;Мобильный телефон Xiaomi Redmi 5 32GB/3GB;10 989,0;5;Xiaomi;розовый;2;;1
289;Мобильные телефоны;1264999;Мобильный телефон Xiaomi Redmi 5 32GB/3GB;10 195,9;6;Xiaomi;черный;4;;1
290;Мобильные телефоны;1264999;Мобильный телефон Xiaomi Redmi 5 32GB/3GB;9 229,0;9;Xiaomi;синий;6;;1
291;Мобильные телефоны;361453;Мобильный телефон Sony Xperia Z2;8778,0;11;Sony;;0;;5
292;Мобильные телефоны;361453;Мобильный телефон Sony Xperia Z2;8 910,0;12;Sony;фиолетовый;8;;5
293;Мобильные телефоны;361453;Мобильный телефон Sony Xperia Z2;8 778,0;11;Sony;черный;4;;5
294;Мобильные телефоны;361453;Мобильный телефон Sony Xperia Z2;8 778,0;7;Sony;белый;5;;5
295;Мобильные телефоны;1017183;Мобильный телефон Samsung Galaxy A3 2017;14322,0;4;Samsung;;0;;0
296;Мобильные телефоны;1017183;Мобильный телефон Samsung Galaxy A3 2017;14 850,0;7;Samsung;золотистый;1;;0
297;Мобильные телефоны;1017183;Мобильный телефон Samsung Galaxy A3 2017;14 322,0;6;Samsung;розовый;2;;0
298;Мобильные телефоны;1017183;Мобильный телефон Samsung Galaxy A3 2017;15 235,0;2;Samsung;черный;4;;0
299;Мобильные телефоны;1017183;Мобильный телефон Samsung Galaxy A3 2017;14 322,0;14;Samsung;синий;6;;0
300;Мобильные телефоны;1225822;Мобильный телефон Huawei Mate 10 Dual Sim;40478,9;5;Huawei;;0;;4
301;Мобильные телефоны;1225822;Мобильный телефон Huawei Mate 10 Dual Sim;40 577,9;8;Huawei;коричневый;14;;4
302;Мобильные телефоны;1225822;Мобильный телефон Huawei Mate 10 Dual Sim;40 478,9;10;Huawei;черный;4;;4
303;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;14848,9;6;Huawei;;0;;4
304;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;11 495,0;2;Huawei;золотистый;1;;4
305;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;14 848,9;14;Huawei;серый;9;;4
306;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;15 288,9;10;Huawei;черный;4;;4
307;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;11 495,0;6;Huawei;белый;5;;4
308;Мобильные телефоны;1275042;Мобильный телефон Huawei Honor 9 Lite 32GB Dual Sim;15 178,9;4;Huawei;синий;6;;4
309;Мобильные телефоны;310342;Мобильный телефон Sony Xperia Z1;7524,0;7;Sony;;0;;5
310;Мобильные телефоны;310342;Мобильный телефон Sony Xperia Z1;8 470,0;6;Sony;фиолетовый;8;;5
311;Мобильные телефоны;310342;Мобильный телефон Sony Xperia Z1;7 524,0;15;Sony;черный;4;;5
312;Мобильные телефоны;310342;Мобильный телефон Sony Xperia Z1;7 524,0;9;Sony;белый;5;;5
313;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;14525,5;10;Sony;;0;;5
314;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;14 525,5;10;Sony;зеленый;10;;5
315;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;14 525,5;13;Sony;золотистый;1;;5
316;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;18 810,0;10;Sony;розовый;2;;5
317;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;14 525,5;5;Sony;черный;4;;5
318;Мобильные телефоны;640830;Мобильный телефон Sony Xperia Z5;14 525,5;11;Sony;белый;5;;5
319;Мобильные телефоны;215844;Мобильный телефон Apple iPhone 5 16GB;7210,5;11;Apple;;0;;2
